Strain	accession	gene	original_header	seq_type	tax	vsearch_hash	len
S-RIM6	AY259249	gp20	gp20.S-RIM6.AY259249	gp20_Myoviridae	VIR	b47a916d5b6e14bd8553338d016ab7fd	546
P-SSM11	EU715801	gp20	gp20.P-SSM11.EU715801	gp20_Myoviridae	VIR	8c6e30771d0f53feca05541d8253676f	545
S-SSM4	EU715779	gp20	gp20.S-SSM4.EU715779	gp20_Myoviridae	VIR	e9c02831795ae7207c99aca5c58bf81d	545
S-RIM3	AY259246	gp20	gp20.S-RIM3.AY259246	gp20_Myoviridae	VIR	1fc3ccaab70baccc6a519887527baff6	427
S-RIM24	AY259267	gp20	gp20.S-RIM24.AY259267	gp20_Myoviridae	VIR	27a6462a93788f02a15ee2bac84772f4	427
S-ShM1	EU715789	gp20	gp20.S-ShM1.EU715789	gp20_Myoviridae	VIR	8dc7f3d0e3c59ee54929d2d1210b6e6b	545
S-RIM1	AY259244	gp20	gp20.S-RIM1.AY259244	gp20_Myoviridae	VIR	4d960882ca40e88f04f53860aefaf686	546
syn9	DQ149023	gp23	gp23.syn9.Myoviridae.DQ149023	gp23_Myoviridae	VIR	c5025625182d784415fa6cd9ddd7b83f	594
P-SSM2	NC006883	gp23	gp23.P-SSM2.Myoviridae.NC006883	gp23_Myoviridae	VIR	860cc22aee23ef39ee606c73aafb46a2	1413
P-SSM4	NC006884	gp23	gp23.P-SSM4.Myoviridae.NC006884	gp23_Myoviridae	VIR	6e5afbdc068e5a0a136dbe3ec0174c4b	1389
S-SM2	NC015279	gp23	gp23.S-SM2.Myoviridae.NC015279	gp23_Myoviridae	VIR	2f0aa39c98883bcd0d71dcdd8f97188f	1404
P-HM1	NC015280	gp23	gp23.P-HM1.Myoviridae.NC015280	gp23_Myoviridae	VIR	671a639a55c8891ba485023864c46ee9	1368
S-ShM2	NC015281	gp23	gp23.S-ShM2.Myoviridae.NC015281	gp23_Myoviridae	VIR	1a56b663774cb317ce824623c5f3906f	1398
S-SM1	NC015282	gp23	gp23.S-SM1.Myoviridae.NC015282	gp23_Myoviridae	VIR	786ab005e1375592c07a5dca84eb631b	1377
P-RSM4	NC015283	gp23	gp23.P-RSM4.Myoviridae.NC015283	gp23_Myoviridae	VIR	8ce1d57a9390a452028014d3575ce478	1398
P-HM2	NC015284	gp23	gp23.P-HM2.Myoviridae.NC015284	gp23_Myoviridae	VIR	9c65ff4505683bb39fa49322a63520ad	1368
Syn33	NC015285	gp23	gp23.Syn33.Caudovirales.NC015285	gp23_Caudovirales	VIR	03e12b2cffda819517f950ea6396bd66	1380
Syn19	NC015286	gp23	gp23.Syn19.Myoviridae.NC015286	gp23_Myoviridae	VIR	426b1b942281acd44d94a8b376ac634d	1374
S-SSM7	NC015287	gp23	gp23.S-SSM7.Myoviridae.NC015287	gp23_Myoviridae	VIR	bf0af41df88623ee39f4ae815a1eebd7	1407
Syn1	NC015288	gp23	gp23.Syn1.Caudovirales.NC015288	gp23_Caudovirales	VIR	01fc6cc58423bf7437366317111f75bf	1407
S-SSM5	NC015289	gp23	gp23.S-SSM5.Myoviridae.NC015289	gp23_Myoviridae	VIR	dfc17abe88ecd27e8794ad226924e3c3	1395
P-SSM7	NC015290	gp23	gp23.P-SSM7.Myoviridae.NC015290	gp23_Myoviridae	VIR	49cd95bfbe02f1be1ba1ff2c62a07414	1389
S-CRM01	NC015569	gp23	gp23.S-CRM01.Myoviridae.NC015569	gp23_Myoviridae	VIR	aa2e966676baecfbf514e1a5252f40e4	1446
S-SSM4	NC020875	gp23	gp23.S-SSM4.Myoviridae.NC020875	gp23_Myoviridae	VIR	4a18c2d5962722ab8cafaa824b4b1173	1389
S-PM2	NC006820	gp23	gp23.S-PM2.Myoviridae.NC006820	gp23_Myoviridae	VIR	aab5d68e34176c70e6db1abf5f4f037d	1407
P-TIM68	KM359505	gp23	gp23.P-TIM68.Myoviridae.KM359505	gp23_Myoviridae	VIR	34d75606b01bff7ddb7c4807ffead287	1443
P-TIP1	KC507068	MCP	MCP.P-TIP1.Podoviridae.KC507068	MCP_Podoviridae	VIR	8f27f367c8e592278d60d26a7cfcf824	405
P-TIP39	KC507142	DNAPol	DNApol.P-TIP39.Podoviridae.KC507142	DNAPol_Podoviridae	VIR	ffddcff5107f57184571e271f3e278ba	528
S-RIP2	KC010999	DNAPol	DNApol.S-RIP2.Podoviridae.KC010999	DNAPol_Podoviridae	VIR	c769c537162109d8cafb07dc3cc737a4	533
oc24d	KC507114	DNAPol	DNApol.oc24d.Podoviridae.KC507114	DNAPol_Podoviridae	VIR	c5a444ef5e8c09164f003e98066fff93	474
3f1	KC507107	DNAPol	DNApol.3f1.Podoviridae.KC507107	DNAPol_Podoviridae	VIR	02efa3a23065a057014050c50b93e3f2	443
ND3	KC507102	DNAPol	DNApol.ND3.Podoviridae.KC507102	DNAPol_Podoviridae	VIR	cfcac338d3e7a727779f58ed12e19ed8	294
S-TIP32	KC507065	MCP	MCP.S-TIP32.Podoviridae.KC507065	MCP_Podoviridae	VIR	708d5afd6f15d78d746a45034ad24f89	507
B4-1	KC507127	DNAPol	DNApol.B4-1.Podoviridae.KC507127	DNAPol_Podoviridae	VIR	d11a9eaef30b6a7d2c2b4ce73086f7f4	537
S-TIP31	KC507064	MCP	MCP.S-TIP31.Podoviridae.KC507064	MCP_Podoviridae	VIR	450a475be0dacedfb6ff113ce5de4e64	507
S-TIP28	KC507147	DNAPol	DNApol.S-TIP28.Podoviridae.KC507147	DNAPol_Podoviridae	VIR	092ad32110e5a3b65186b3e721f8306c	680
S-TIP31	KC507144	DNAPol	DNApol.S-TIP31.Podoviridae.KC507144	DNAPol_Podoviridae	VIR	0fe66ce11c3837da19dee51c9dbd587e	441
303	KC507104	DNAPol	DNApol.303.Podoviridae.KC507104	DNAPol_Podoviridae	VIR	761c67ca18b4d275d1d143e5f23a43f6	529
7fdp3	KC507110	DNAPol	DNApol.7fdp3.Podoviridae.KC507110	DNAPol_Podoviridae	VIR	a560e1c310f1cf3a820f69e575a1b49e	531
P-TIP34	KC507074	MCP	MCP.P-TIP34.Podoviridae.KC507074	MCP_Podoviridae	VIR	707ffc7e9b7b28c4ec31c356415a076a	383
oc30	KC507116	DNAPol	DNApol.oc30.Podoviridae.KC507116	DNAPol_Podoviridae	VIR	3e12b33f531c69ab12b1e8662cd934f9	545
P-SSP3	KC507081	MCP	MCP.P-SSP3.Podoviridae.KC507081	MCP_Podoviridae	VIR	51551b277474a4f843786dc8a415b91e	420
S-TIP45	KC507133	DNAPol	DNApol.S-TIP45.Podoviridae.KC507133	DNAPol_Podoviridae	VIR	15e328cca2546c83b92059f5012a4e5f	532
E3-1	KC507129	DNAPol	DNApol.E3-1.Podoviridae.KC507129	DNAPol_Podoviridae	VIR	6dd600f1bd140a6b93fd144fb5a195fb	537
S-RIP4	KC011000	DNAPol	DNApol.S-RIP4.Podoviridae.KC011000	DNAPol_Podoviridae	VIR	fb8a7e1262844bba9c90bed09516577a	539
P-TIP42	KC507139	DNAPol	DNApol.P-TIP42.Podoviridae.KC507139	DNAPol_Podoviridae	VIR	0a82437507ac248e0312e59c1ad529d2	480
P-RSP1	KC507136	DNAPol	DNApol.P-RSP1.Podoviridae.KC507136	DNAPol_Podoviridae	VIR	8337b6c3debc045977eb9ad8d499d5af	480
P-SSP6	KC507082	MCP	MCP.P-SSP6.Podoviridae.KC507082	MCP_Podoviridae	VIR	e0511602113cedd756681105d4d9c238	408
S-TIP30	KC507143	DNAPol	DNApol.S-TIP30.Podoviridae.KC507143	DNAPol_Podoviridae	VIR	6754ac521dab4e586a52ffef39e70693	397
S-TIP28	KC507075	MCP	MCP.S-TIP28.Podoviridae.KC507075	MCP_Podoviridae	VIR	15e313aebf5e415ae2079a630d7fcf88	456
P-TIP38	KC507062	MCP	MCP.P-TIP38.Podoviridae.KC507062	MCP_Podoviridae	VIR	ce1d5d28df0d1163ebb4eb6e56a1175c	387
oc6b	KC507112	DNAPol	DNApol.oc6b.Podoviridae.KC507112	DNAPol_Podoviridae	VIR	17fe433e35ece61b654f944502e47df0	527
11f5	KC507109	DNAPol	DNApol.11f5.Podoviridae.KC507109	DNAPol_Podoviridae	VIR	6d23354e9ed6c3a21aeef4b143822cc5	494
P-TIP44	KC507140	DNAPol	DNApol.P-TIP44.Podoviridae.KC507140	DNAPol_Podoviridae	VIR	b20b2cc5359542af366fd03433921d27	540
P-RSP1	KC507067	MCP	MCP.P-RSP1.Podoviridae.KC507067	MCP_Podoviridae	VIR	b74fc088a380094475dcb791be553602	381
oc41	KC507117	DNAPol	DNApol.oc41.Podoviridae.KC507117	DNAPol_Podoviridae	VIR	cd652c0671fb1478c43d056a65c7ce86	524
10G	KC507119	DNAPol	DNApol.10G.Podoviridae.KC507119	DNAPol_Podoviridae	VIR	8d144950bc556876d9ecd409753379c9	438
F5-1	KC507130	DNAPol	DNApol.F5-1.Podoviridae.KC507130	DNAPol_Podoviridae	VIR	28451ae0f6d45772822def98d819aaf9	519
7E	KC507108	DNAPol	DNApol.7E.Podoviridae.KC507108	DNAPol_Podoviridae	VIR	e18098a577e5edf3c8c3684fb003c464	530
P-SSP5b	KC507080	MCP	MCP.P-SSP5b.Podoviridae.KC507080	MCP_Podoviridae	VIR	047bf7476c2a2951769a1fa958df4f93	438
S-RIP4	KC011003	MCP	MCP.S-RIP4.Podoviridae.KC011003	MCP_Podoviridae	VIR	aa1ae2000137d4b060e31cd7fb5c445b	451
Sep4-2	KC507131	DNAPol	DNApol.Sep4-2.Podoviridae.KC507131	DNAPol_Podoviridae	VIR	9805fb670ea3a4a428af6ee6de33f5a0	441
P-TIP43	KC507072	MCP	MCP.P-TIP43.Podoviridae.KC507072	MCP_Podoviridae	VIR	b57412486b55651875a926032a0e694f	435
S-TIP41	KC507137	DNAPol	DNApol.S-TIP41.Podoviridae.KC507137	DNAPol_Podoviridae	VIR	5a8960c9b9783468ba954eb0f33f9f27	446
P-SSP2	KC507085	MCP	MCP.P-SSP2.Podoviridae.KC507085	MCP_Podoviridae	VIR	0c8354f9a456f507a19bc711369e588b	381
P-GSP1	KC507083	MCP	MCP.P-GSP1.Podoviridae.KC507083	MCP_Podoviridae	VIR	3da8fa977139ff6091ad316460315cc6	324
P-SSP3	KC507152	DNAPol	DNApol.P-SSP3.Podoviridae.KC507152	DNAPol_Podoviridae	VIR	caf8aacbbe4ebacea723eca7894a1dfe	534
S-RIP2	KC011002	MCP	MCP.S-RIP2.Podoviridae.KC011002	MCP_Podoviridae	VIR	fb75872489d89fa041b8ac0825d2f5cc	448
P-SSP5b	KC507149	DNAPol	DNApol.P-SSP5b.Podoviridae.KC507149	DNAPol_Podoviridae	VIR	db3ffc7bd2d7ab5a72d7d02c11a2dddb	537
S-TIP45	KC507061	MCP	MCP.S-TIP45.Podoviridae.KC507061	MCP_Podoviridae	VIR	baae7448a9f0c1b93b25b7ff2b6add4d	606
P-SSP2	KC507151	DNAPol	DNApol.P-SSP2.Podoviridae.KC507151	DNAPol_Podoviridae	VIR	8acf65f47c28f28e84fc6a4c44e46a26	535
5en	KC507121	DNAPol	DNApol.5en.Podoviridae.KC507121	DNAPol_Podoviridae	VIR	bf16596838ad6c51fbe258cab9531ca4	537
S-TIP37	KC507154	DNAPol	DNApol.S-TIP37.Podoviridae.KC507154	DNAPol_Podoviridae	VIR	2894dea222891d4fb59f8d490bf85e76	528
S-TIP33	KC507066	MCP	MCP.S-TIP33.Podoviridae.KC507066	MCP_Podoviridae	VIR	a279cf00ab90bc35048840423b736ef1	507
P-TIP34	KC507135	DNAPol	DNApol.P-TIP34.Podoviridae.KC507135	DNAPol_Podoviridae	VIR	7df5e3bf4c841094bf6454a8281a3a8b	280
P-TIP42	KC507070	MCP	MCP.P-TIP42.Podoviridae.KC507070	MCP_Podoviridae	VIR	d087c9f95da0bee550ab80fe4f781e22	423
S-TIP41	KC507078	MCP	MCP.S-TIP41.Podoviridae.KC507078	MCP_Podoviridae	VIR	0390f3bbc200399565fdcab4643743b5	417
B6-2	KC507128	DNAPol	DNApol.B6-2.Podoviridae.KC507128	DNAPol_Podoviridae	VIR	9cf33b11ac152ff89f25f3a43164f465	534
4dn	KC507120	DNAPol	DNApol.4dn.Podoviridae.KC507120	DNAPol_Podoviridae	VIR	503ac6943dcacd455b40b05d4b62f858	438
P-SSP6	KC507153	DNAPol	DNApol.P-SSP6.Podoviridae.KC507153	DNAPol_Podoviridae	VIR	d28e195c6217224564c5456d57cfdeb6	537
oc6d	KC507113	DNAPol	DNApol.oc6d.Podoviridae.KC507113	DNAPol_Podoviridae	VIR	b7d733b8c7591322fe5dc519d7774ea6	527
S-TIP67	KC507138	DNAPol	DNApol.S-TIP67.Podoviridae.KC507138	DNAPol_Podoviridae	VIR	d1d7fbbdbffd5748422915f7c1d5e1b5	543
P-SP1	KC507076	MCP	MCP.P-SP1.Podoviridae.KC507076	MCP_Podoviridae	VIR	82ec131a5e676ccc2ae3d26512b4fa4d	932
P-SP1	KC507148	DNAPol	DNApol.P-SP1.Podoviridae.KC507148	DNAPol_Podoviridae	VIR	146ff7733ccffc168e8cb110328f7928	516
S-TIP33	KC507146	DNAPol	DNApol.S-TIP33.Podoviridae.KC507146	DNAPol_Podoviridae	VIR	6bd0087202542f7c24bd896e47ff2829	476
9f	KC507123	DNAPol	DNApol.9f.Podoviridae.KC507123	DNAPol_Podoviridae	VIR	a5fdc3cbe1c52847256a4e6680e0e17b	537
B8-2	KC507125	DNAPol	DNApol.B8-2.Podoviridae.KC507125	DNAPol_Podoviridae	VIR	e4e3edd55b143025e71612aff6e4660a	534
B2-1	KC507126	DNAPol	DNApol.B2-1.Podoviridae.KC507126	DNAPol_Podoviridae	VIR	695778898c261d703b13430371b62727	562
oc6	KC507132	DNAPol	DNApol.oc6.Podoviridae.KC507132	DNAPol_Podoviridae	VIR	70ec9dcc99b33b2af30aa5f29a7ee808	443
oc24e	KC507115	DNAPol	DNApol.oc24e.Podoviridae.KC507115	DNAPol_Podoviridae	VIR	93fc794be52c5930e5b485d502d8e366	444
B4-4	KC507124	DNAPol	DNApol.B4-4.Podoviridae.KC507124	DNAPol_Podoviridae	VIR	5fc1144d2212acab0e4cdbf5ad0a8bf1	537
c8b4	KC507105	DNAPol	DNApol.c8b4.Podoviridae.KC507105	DNAPol_Podoviridae	VIR	8e174dea13cbbc6e58d5e194a97145ad	537
oc3d	KC507111	DNAPol	DNApol.oc3d.Podoviridae.KC507111	DNAPol_Podoviridae	VIR	d6e15cb417864ce80b754a6aba3d02f1	520
S-RIP1	KC011001	MCP	MCP.S-RIP1.Podoviridae.KC011001	MCP_Podoviridae	VIR	93ea5bc9d9e8183046f120b456ec0caf	451
S-TIP67	KC507079	MCP	MCP.S-TIP67.Podoviridae.KC507079	MCP_Podoviridae	VIR	6a73f942e9ca71cdb730ffd0267c04a2	429
S-TIP30	KC507063	MCP	MCP.S-TIP30.Podoviridae.KC507063	MCP_Podoviridae	VIR	e07caba30bce4436dd3ea274d5b37e8c	578
P-TIP39	KC507073	MCP	MCP.P-TIP39.Podoviridae.KC507073	MCP_Podoviridae	VIR	b1d4e85ebabb43b09557774dbd05c0fb	429
P-GSP1	KC507150	DNAPol	DNApol.P-GSP1.Podoviridae.KC507150	DNAPol_Podoviridae	VIR	edfaf9ab505b16f322d5fed0b7c4bfca	510
oc43	KC507118	DNAPol	DNApol.oc43.Podoviridae.KC507118	DNAPol_Podoviridae	VIR	d01a7acec716b0976ef75f00305b363c	524
S-TIP46	KC507134	DNAPol	DNApol.S-TIP46.Podoviridae.KC507134	DNAPol_Podoviridae	VIR	f4c7981a5347fb6d37d684a9acde868e	477
S-TIP37	KC507084	MCP	MCP.S-TIP37.Podoviridae.KC507084	MCP_Podoviridae	VIR	770e834069078467f7ea8a949df03a33	447
S-RIP1	KC010998	DNAPol	DNApol.S-RIP1.Podoviridae.KC010998	DNAPol_Podoviridae	VIR	6885628301763c46e5834ceb8ad80d83	540
S-TIP46	KC507077	MCP	MCP.S-TIP46.Podoviridae.KC507077	MCP_Podoviridae	VIR	f5ea867a47498c1b7e256fb7e1ad45d3	447
5d	KC507122	DNAPol	DNApol.5d.Podoviridae.KC507122	DNAPol_Podoviridae	VIR	115a68eb70d180ace6ef73708fa6a717	531
9515-10a	372217712	DNAPol	DNApol.9515-10a.Podoviridae.372217712	DNAPol_Podoviridae	VIR	eef3a5fae33a119bab00b42d28b26d70	1793
P-GSP1	472343459	DNAPol	DNApol.P-GSP1.Podoviridae.472343459	DNAPol_Podoviridae	VIR	507a320ffd8cdf377437db558c68c17a	1733
MED4-213	472340220	gp20	gp20.MED4-213.Myoviridae.472340220	gp20_Myoviridae	VIR	761478bbd22ea08f990fd30312b3b992	1683
P-SSP2	372217655	MCP	MCP.P-SSP2.Podoviridae.372217655	MCP_Podoviridae	VIR	7ef6ddc9898e790ee2d67e31f1f22a1d	1314
S-CAM8	514050763	gp20	gp20.S-CAM8.Myoviridae.514050763	gp20_Myoviridae	VIR	ccb45f5f3668684f24507e5b8ef95306	1608
S-CBM2	HQ633061	gp23	gp23.S-CBM2.Myoviridae.HQ633061	gp23_Myoviridae	VIR	708f6edade9a64805b44c3ddf2af22fc	1365
P-SSP10	472339117	MCP	MCP.P-SSP10.Podoviridae.472339117	MCP_Podoviridae	VIR	67b759f227fada0bd5950414c00319a3	1152
P-RSM1	481019198	gp23	gp23.P-RSM1.Myoviridae.481019198	gp23_Myoviridae	VIR	f19b8253b5b9ec9230f7558f8e73130d	1380
KBS-P-1A	472342816	DNAPol	DNApol.KBS-P-1A.Podoviridae.472342816	DNAPol_Podoviridae	VIR	21b44c5f05b3eaa8e682168d470cca39	1751
NATL1A-7	372217768	DNAPol	DNApol.NATL1A-7.Podoviridae.372217768	DNAPol_Podoviridae	VIR	b95278aa4dd508a64657f70e7d2af72d	1628
NATL2A-133	372217834	MCP	MCP.NATL2A-133.Podoviridae.372217834	MCP_Podoviridae	VIR	d5dabf6ca7f8dd0fe4811db43074d16a	1152
P-SSP2	372217655	DNAPol	DNApol.P-SSP2.Podoviridae.372217655	DNAPol_Podoviridae	VIR	8dc76e34b2e5df8b93cb01848db24be0	1763
S-CBP4	HM559717	MCP	MCP.S-CBP4.Podoviridae.HM559717	MCP_Podoviridae	VIR	2f233dd30c7a64e2bcfd98455bc3b113	1020
S-IOM18	514051046	gp20	gp20.S-IOM18.Myoviridae.514051046	gp20_Myoviridae	VIR	b0292026e8869611814f31fc1c59257c	1608
S-SSM6b	HQ316603	gp23	gp23.S-SSM6b.Myoviridae.HQ316603	gp23_Myoviridae	VIR	58f80b0d12405df34a4ebd5b05538da7	1389
S-CBP3	HQ633062	MCP	MCP.S-CBP3.Podoviridae.HQ633062	MCP_Podoviridae	VIR	bfd7f5e331bd2c81d3058c5ff8e95626	1017
9515-10a	372217712	MCP	MCP.9515-10a.Podoviridae.372217712	MCP_Podoviridae	VIR	d1d18905d2b35c37433c0a773308a16e	1152
P-RSM3	HQ634176	gp23	gp23.P-RSM3.Myoviridae.HQ634176	gp23_Myoviridae	VIR	52defe627deef5bb3dc62c597074f7ab	1389
P-SSP7	388483859	DNAPol	DNApol.P-SSP7.Podoviridae.388483859	DNAPol_Podoviridae	VIR	d12eda95677afb77d31dfb819c284dbf	1272
S-RIM8	460042674	gp23	gp23.S-RIM8.Myoviridae.460042674	gp23_Myoviridae	VIR	f8314d076b58afc25f0f80282d5d36cd	1389
S-RIM2	HQ317290	gp20	gp20.S-RIM2.Myoviridae.HQ317290	gp20_Myoviridae	VIR	853892e747eb5d0c7c0a4cc69c0fda14	1605
P-RSM3	HQ634176	gp20	gp20.P-RSM3.Myoviridae.HQ634176	gp20_Myoviridae	VIR	6a0090b72e1a08f05f5ab57b5adac54a	1614
P-SSP7	388483859	MCP	MCP.P-SSP7.Podoviridae.388483859	MCP_Podoviridae	VIR	934d635b93af69a715a9147e0f86ee6f	1128
S-RIP1	472342931	MCP	MCP.S-RIP1.Podoviridae.472342931	MCP_Podoviridae	VIR	e72f592b0726f7ed04edf7654b70874b	489
S-SSM6b	HQ316603	gp20	gp20.S-SSM6b.Myoviridae.HQ316603	gp20_Myoviridae	VIR	99bd64e9b07710e9818a629d03951a19	1617
Syn30	481019412	gp20	gp20.Syn30.Myoviridae.481019412	gp20_Myoviridae	VIR	7e9c8f430feac81555a7090247e24690	1602
S-RIM2	HQ317290	gp23	gp23.S-RIM2.Myoviridae.HQ317290	gp23_Myoviridae	VIR	573e3cd79470eb03f0e7a54d9f5c508b	1380
P-SSP3	472343184	DNAPol	DNApol.P-SSP3.Podoviridae.472343184	DNAPol_Podoviridae	VIR	7a2191124b33c124d5ad0c6877d6551c	1763
P-RSM1	481019198	gp20	gp20.P-RSM1.Myoviridae.481019198	gp20_Myoviridae	VIR	7f66e0c3aa2d3d514c364f4ecfba406a	1602
S-RIP2	472339613	MCP	MCP.S-RIP2.Podoviridae.472339613	MCP_Podoviridae	VIR	9743aabcb91430b72cba3ecbf41a6b10	1146
KBS-P-1A	472342816	MCP	MCP.KBS-P-1A.Podoviridae.472342816	MCP_Podoviridae	VIR	afc9a0bca898094ccbe77f8745852333	1146
S-RIM8	460042674	gp20	gp20.S-RIM8.Myoviridae.460042674	gp20_Myoviridae	VIR	f138454221141feb809d9e13b4b990d2	1602
KBS-M-1A	JF974293	gp23	gp23.KBS-M-1A.Myoviridae.JF974293	gp23_Myoviridae	VIR	5ad5b2dd7fcd8dc3142a44b9f5aa8cd1	1389
S-SSM2	JF974292	gp20	gp20.S-SSM2.Myoviridae.JF974292	gp20_Myoviridae	VIR	1cae2105dbb083e414c6702ba4be119f	1650
S-SKS1	472340845	gp20	gp20.S-SKS1.Myoviridae.472340845	gp20_Myoviridae	VIR	e5c6e8b3150c1f2de59d14df449ab20b	1656
metaG-MbCM1	418487144	gp20	gp20.metaG-MbCM1.Myoviridae.418487144	gp20_Myoviridae	VIR	ff7a1dfd53b67cd559e6a9138052f69f	1593
S-SSM2	JF974292	gp23	gp23.S-SSM2.Myoviridae.JF974292	gp23_Myoviridae	VIR	3c3498417c89a5e6b955f820993ec36b	1398
NATL1A-7	372217768	MCP	MCP.NATL1A-7.Podoviridae.372217768	MCP_Podoviridae	VIR	01165e40d497ec85425db4f5681f2803	1017
S-CBM2	HQ633061	gp20	gp20.S-CBM2.Myoviridae.HQ633061	gp20_Myoviridae	VIR	0e9628324183e3ba1f4647ded39bb063	1649
S-CBP3	HQ633062	DNAPol	DNApol.S-CBP3.Podoviridae.HQ633062	DNAPol_Podoviridae	VIR	68df4392be1fd8cada9495d23553d8ba	1748
MED4-213	472340220	gp23	gp23.MED4-213.Myoviridae.472340220	gp23_Myoviridae	VIR	aee0003b9a401a41a7a60cd69a8200b5	1368
S-SSM6a	HQ317391	gp20	gp20.S-SSM6a.Myoviridae.HQ317391	gp20_Myoviridae	VIR	691e73045b6a396f38c847912dd29025	1692
Syn10	HQ634191	gp20	gp20.Syn10.Myoviridae.HQ634191	gp20_Myoviridae	VIR	7d9520660a352da3b59979493fb1a684	1602
P-GSP1	472343459	MCP	MCP.P-GSP1.Podoviridae.472343459	MCP_Podoviridae	VIR	b41043644671ad0dfee811679a45e518	1155
S-CAM1	472339381	gp20	gp20.S-CAM1.Myoviridae.472339381	gp20_Myoviridae	VIR	371829a57ea6c9ff1b1dfbdfdab7304b	1698
NATL2A-133	372217834	DNAPol	DNApol.NATL2A-133.Podoviridae.372217834	DNAPol_Podoviridae	VIR	b4901054f3b78d2342d11091cc547518	1791
S-MbCM6	418487384	gp20	gp20.S-MbCM6.Myoviridae.418487384	gp20_Myoviridae	VIR	c157b5f700593e8f099fddf96347bc7a	1605
Syn30	481019412	gp23	gp23.Syn30.Myoviridae.481019412	gp23_Myoviridae	VIR	9eb9b060a06e0af487e345d1ae5c7126	1377
S-IOM18	514051046	gp23	gp23.S-IOM18.Myoviridae.514051046	gp23_Myoviridae	VIR	ecf04c588d24047f70730a599aeb08b4	1386
P-SSM3	514231256	gp20	gp20.P-SSM3.Myoviridae.514231256	gp20_Myoviridae	VIR	f8f57083e4f2e918362a15c225ef575c	1614
KBS-M-1A	JF974293	gp20	gp20.KBS-M-1A.Myoviridae.JF974293	gp20_Myoviridae	VIR	6f63a543f55e963fafa3966cc8b8f457	1602
S-SKS1	472340845	gp23	gp23.S-SKS1.Myoviridae.472340845	gp23_Myoviridae	VIR	f653b5c915d8865361cec047a5d91812	1356
S-RIP2	472339613	DNAPol	DNApol.S-RIP2.Podoviridae.472339613	DNAPol_Podoviridae	VIR	4d2caf366559b2c886eb90c880ee9787	1751
Syn2	HQ634190	gp20	gp20.Syn2.Myoviridae.HQ634190	gp20_Myoviridae	VIR	3d15370c382afe9264db1005ccfd5bcf	1596
S-CAM8	514050763	gp23	gp23.S-CAM8.Myoviridae.514050763	gp23_Myoviridae	VIR	b28ec0929fe4b8617e3984b5990c7336	1386
P-RSM6	472341521	gp23	gp23.P-RSM6.Myoviridae.472341521	gp23_Myoviridae	VIR	22be308d9d7e8016786b56f0c2f6d8ab	1347
P-SSP3	472343184	MCP	MCP.P-SSP3.Podoviridae.472343184	MCP_Podoviridae	VIR	260e486d079252a3e8d763ce108f7aea	1314
S-RIP1	472342931	DNAPol	DNApol.S-RIP1.Podoviridae.472342931	DNAPol_Podoviridae	VIR	e3766ed262d085136be0404b81038444	1770
S-SSM6a	HQ317391	gp23	gp23.S-SSM6a.Myoviridae.HQ317391	gp23_Myoviridae	VIR	ffe0027f5571634ec1e26b004da749ca	1407
S-CAM1	472339381	gp23	gp23.S-CAM1.Myoviridae.472339381	gp23_Myoviridae	VIR	416f18e93e35649c27149c405309c6fc	1407
P-RSM6	472341521	gp20	gp20.P-RSM6.Myoviridae.472341521	gp20_Myoviridae	VIR	bac02143b01caab51da77debccabb526	1623
metaG-MbCM1	418487144	gp23	gp23.metaG-MbCM1.Myoviridae.418487144	gp23_Myoviridae	VIR	3bf05fffe3cb91b5835499fb11b22207	1380
P-SSP10	472339117	DNAPol	DNApol.P-SSP10.Podoviridae.472339117	DNAPol_Podoviridae	VIR	f1fb5c63e31cb8099a9b88f5549f6c98	1805
P-SSM3	514231256	gp23	gp23.P-SSM3.Myoviridae.514231256	gp23_Myoviridae	VIR	62b289b5f184c37ec0fc4daff01e5c94	1389
S-CBP4	HM559717	DNAPol	DNApol.S-CBP4.Podoviridae.HM559717	DNAPol_Podoviridae	VIR	c51dfddbb5769186fdd2787436cf1dc6	1748
S-MbCM6	418487384	gp23	gp23.S-MbCM6.Myoviridae.418487384	gp23_Myoviridae	VIR	a522f1b6ec0703652de9a1b1718ea636	543
